seconds,time,air,beans,air_sp,power,power_sp,speed,coolfan_speed,stirrer_speed,pressure,pressure_fan_speed,pressure_sp,ror,ror_f,computed_air_ror,__filled,beans_clean,air_clean,beans_smooth,air_smooth
380.0,06:20,183.2,155.9,220,85,85,50,61,15616,105,21,110,5.1,92,4.7,0,155.9,183.2,155.9495022624443,183.17873303167522
381.0,06:21,183.3,156.1,220,85,85,50,61,15616,105,21,110,5.1,92,4.7,0,156.1,183.3,156.11710407239906,183.32950226244446
382.0,06:22,183.5,156.3,220,85,85,50,61,15616,106,21,110,5.1,92,4.6,0,156.3,183.5,156.2899547511321,183.47049773755757
383.0,06:23,183.6,156.5,220,85,85,50,61,15616,107,21,110,5.3,95,4.6,0,156.5,183.6,156.45873303167508,183.61420814479737
384.0,06:24,183.8,156.6,220,85,85,50,61,15616,107,21,110,5.3,95,4.6,0,156.6,183.8,156.6279638009059,183.77312217194674
385.0,06:25,183.9,156.8,220,85,85,50,61,15616,107,21,110,5.1,93,4.5,0,156.8,183.9,156.78832579185607,183.92588235294218
386.0,06:26,184.1,157.0,220,85,85,50,61,15616,107,21,110,5.1,92,4.4,0,157.0,184.1,156.9504977375574,184.08497737556667
387.0,06:27,184.2,157.1,220,85,85,50,61,15616,107,21,110,5.1,92,4.4,0,157.1,184.2,157.1251583710416,184.2490497737567
388.0,06:28,184.4,157.3,220,85,85,50,61,15616,108,22,110,5.0,89,4.6,0,157.3,184.4,157.2891402714941,184.41674208144897
389.0,06:29,184.6,157.4,220,85,85,50,61,15616,107,22,110,5.0,89,4.7,0,157.4,184.6,157.46018099547598,184.57963800905083
390.0,06:30,184.8,157.6,220,85,85,50,61,15616,108,22,110,4.9,89,4.8,0,157.6,184.8,157.62895927601897,184.75638009049877
391.0,06:31,184.9,157.8,220,85,85,50,61,15616,109,22,110,4.9,89,4.9,0,157.8,184.9,157.8000000000009,184.92470588235398
392.0,06:32,185.1,158.0,220,85,85,50,61,15616,108,22,110,4.8,87,5.0,0,158.0,185.1,157.96398190045335,185.09619909502365
393.0,06:33,185.3,158.2,220,85,85,50,61,15616,110,22,110,4.9,89,5.0,0,158.2,185.3,158.13864253393754,185.2685972850689
394.0,06:34,185.4,158.3,220,85,85,50,61,15616,110,22,110,4.9,89,5.1,0,158.3,185.4,158.31466063348503,185.43963800905078
395.0,06:35,185.6,158.5,220,85,85,50,61,15616,110,22,110,5.1,92,5.1,0,158.5,185.6,158.48271493212755,185.60705882353045
396.0,06:36,185.8,158.6,220,85,85,50,61,15616,111,22,110,5.0,90,5.1,0,158.6,185.8,158.6534841628968,185.76859728506892
397.0,06:37,185.9,158.8,220,85,85,50,61,15616,111,22,110,5.1,91,5.1,0,158.8,185.9,158.82380090497827,185.9358371040734
398.0,06:38,186.1,159.0,220,85,85,50,61,15616,111,22,110,5.1,92,5.1,0,159.0,186.1,158.99049773755743,186.10036199095126
399.0,06:39,186.3,159.2,220,85,85,50,61,15616,110,22,110,5.1,92,5.0,0,159.2,186.3,159.15719457013665,186.26081447963904
400.0,06:40,186.4,159.3,220,85,85,50,61,15616,110,22,110,5.1,92,4.9,0,159.3,186.4,159.32751131221812,186.41583710407343
401.0,06:41,186.6,159.5,220,85,85,50,61,15616,110,22,110,5.2,94,4.8,0,159.5,186.6,159.51212669683346,186.57085972850786
402.0,06:42,186.7,159.7,220,85,85,50,61,15616,109,22,110,5.3,95,4.8,0,159.7,186.7,159.68787330316832,186.71746606334946
403.0,06:43,186.9,159.9,220,85,85,50,61,15616,110,22,110,5.3,95,4.8,0,159.9,186.9,159.85837104072488,186.87429864253494
404.0,06:44,187.0,160.0,220,85,85,50,61,15616,110,22,110,5.3,95,4.7,0,160.0,187.0,160.02633484162985,187.03294117647164
405.0,06:45,187.2,160.2,220,85,85,50,61,15616,111,22,110,5.3,95,4.7,0,160.2,187.2,160.2076923076932,187.19203619909607
406.0,06:46,187.3,160.4,220,85,85,50,61,15616,110,22,110,5.3,95,4.6,0,160.4,187.3,160.39131221719546,187.35022624434492
407.0,06:47,187.5,160.6,220,85,85,50,61,15616,112,22,110,5.3,95,4.7,0,160.6,187.5,160.59402714932216,187.52705882353047
408.0,06:48,187.7,160.7,220,85,85,50,61,15616,111,22,110,5.3,95,4.8,0,160.7,187.7,160.77882352941268,187.69529411764807
409.0,06:49,187.9,160.9,220,85,85,50,61,15616,110,22,110,5.3,95,4.9,0,160.9,187.9,160.9563800904986,187.86244343891508
410.0,06:50,188.0,161.2,220,85,85,50,61,15616,109,22,110,5.3,95,5.0,0,161.2,188.0,161.13737556561173,188.00895927601914
411.0,06:51,188.2,161.4,220,85,85,50,61,15616,110,22,110,5.3,95,5.0,0,161.4,188.2,161.31248868778368,188.15619909502368
412.0,06:52,188.3,161.5,220,85,85,50,61,15616,111,22,110,5.4,97,4.8,0,161.5,188.3,161.47239819004614,188.29167420814585
413.0,06:53,188.5,161.7,220,85,85,50,61,15616,111,22,110,5.5,98,4.7,0,161.7,188.5,161.62778280543074,188.41674208144903
414.0,06:54,188.5,161.7,220,85,85,50,61,15616,111,22,110,5.5,98,4.7,0,161.7,188.5,161.78932126696924,188.53276018099652
415.0,06:55,188.6,161.9,220,85,85,50,61,15616,112,22,110,5.5,98,4.5,0,161.9,188.6,161.9476923076932,188.64814479638113
416.0,06:56,188.7,162.1,220,85,85,50,61,15616,111,22,110,5.5,98,4.4,0,162.1,188.7,162.0935746606344,188.75809954751236
417.0,06:57,188.9,162.2,220,85,85,50,61,15616,110,21,110,5.5,98,4.3,0,162.2,188.9,162.24470588235386,188.87873303167527
418.0,06:58,189.0,162.4,220,85,85,50,61,15616,109,21,110,5.4,97,4.2,0,162.4,189.0,162.40561085972942,188.99230769230874
419.0,06:59,189.1,162.6,220,85,85,50,61,15616,109,22,110,5.3,95,4.1,0,162.6,189.1,162.5746606334851,189.12199095022729
420.0,07:00,189.3,162.8,220,85,85,50,61,15616,109,22,110,5.3,95,4.0,0,162.8,189.3,162.74343891402805,189.25004524886984
421.0,07:01,189.4,162.9,220,85,85,50,61,15616,109,22,110,5.3,95,4.0,0,162.9,189.4,162.93058823529503,189.3925791855214
422.0,07:02,189.5,163.1,220,85,85,50,61,15616,110,22,110,5.3,95,4.0,0,163.1,189.5,163.10000000000093,189.53095022624544
423.0,07:03,189.7,163.3,220,85,85,50,61,15616,111,22,110,5.3,95,4.1,0,163.3,189.7,163.26941176470677,189.67972850678836
424.0,07:04,189.8,163.4,220,85,85,50,61,15616,111,22,110,5.2,94,4.3,0,163.4,189.8,163.44244343891492,189.825520361992
425.0,07:05,190.0,163.6,220,85,85,50,61,15616,110,22,110,5.1,92,4.4,0,163.6,190.0,163.60886877828148,189.98171945701463
426.0,07:06,190.1,163.8,220,85,85,50,61,15616,109,22,110,5.1,92,4.4,0,163.8,190.1,163.77846153846247,190.14787330316847
427.0,07:07,190.3,164.0,220,85,85,50,61,15616,109,22,110,5.1,92,4.5,0,164.0,190.3,163.96099547511403,190.3096832579196
428.0,07:08,190.5,164.1,220,85,85,50,61,15616,109,22,110,5.2,94,4.7,0,164.1,190.5,164.1462443438923,190.48669683258024
429.0,07:09,190.7,164.3,220,85,85,50,61,15616,111,22,110,5.3,95,4.9,0,164.3,190.7,164.3239819004534,190.66461538461644
430.0,07:10,190.8,164.5,220,85,85,50,61,15616,110,22,110,5.3,96,5.0,0,164.5,190.8,164.5039819004534,190.82914027149428
431.0,07:11,191.0,164.7,220,85,85,50,61,15616,110,22,110,5.3,95,5.0,0,164.7,191.0,164.6960180995484,190.99981900452596
432.0,07:12,191.2,164.9,220,85,85,50,61,15616,110,22,110,5.3,95,5.0,0,164.9,191.2,164.87601809954842,191.1552941176481
433.0,07:13,191.3,165.1,220,85,85,50,61,15616,112,22,110,5.3,95,4.9,0,165.1,191.3,165.0537556561095,191.315113122173
434.0,07:14,191.5,165.2,220,85,85,50,61,15616,112,22,110,5.3,95,4.8,0,165.2,191.5,165.23900452488778,191.46497737556666
435.0,07:15,191.6,165.4,220,85,85,50,61,15616,111,22,110,5.3,95,4.7,0,165.4,191.6,165.42153846153934,191.60443438914132
436.0,07:16,191.7,165.6,220,85,85,50,61,15616,110,22,110,5.3,95,4.6,0,165.6,191.7,165.5911312217204,191.74687782805537
437.0,07:17,191.9,165.8,220,85,85,50,61,15616,109,22,110,5.3,95,4.4,0,165.8,191.9,165.7575565610869,191.8857013574671
438.0,07:18,192.0,165.9,220,85,85,50,61,15616,109,22,110,5.3,95,4.3,0,165.9,192.0,165.93058823529503,192.014298642535
439.0,07:19,192.2,166.1,220,85,85,50,61,15616,110,22,110,5.3,95,4.2,0,166.1,192.2,166.10000000000093,192.14606334841736
440.0,07:20,192.3,166.3,220,85,85,50,61,15616,111,22,110,5.1,92,4.2,0,166.3,192.3,166.2694117647068,192.29438914027259
441.0,07:21,192.4,166.4,220,85,85,50,61,15616,110,22,110,5.1,92,4.2,0,166.4,192.4,166.44244343891495,192.44588235294225
442.0,07:22,192.6,166.6,220,85,85,50,61,15616,111,22,110,5.1,92,4.3,0,166.6,192.6,166.61592760181088,192.6009954751142
443.0,07:23,192.7,166.8,220,85,85,50,61,15616,110,22,110,5.1,92,4.3,0,166.8,192.7,166.7796380090507,192.76018099547622
444.0,07:24,192.9,167.0,220,85,85,50,61,15616,110,22,110,5.1,92,4.4,0,167.0,192.9,166.95719457013666,192.91004524886984
445.0,07:25,193.1,167.1,220,85,85,50,61,15616,109,22,110,5.3,95,4.5,0,167.1,193.1,167.1383710407249,193.071040723983
446.0,07:26,193.3,167.3,220,85,85,50,61,15616,110,22,110,5.3,95,4.7,0,167.3,193.3,167.31294117647153,193.22977375565716
447.0,07:27,193.4,167.5,220,85,85,50,61,15616,110,22,110,5.3,95,4.8,0,167.5,193.4,167.4906787330326,193.38669683258027
448.0,07:28,193.5,167.7,220,85,85,50,61,15616,111,22,110,5.3,95,4.9,0,167.7,193.5,167.68135746606427,193.54226244344
449.0,07:29,193.7,167.8,220,85,85,50,61,15616,110,22,110,5.3,95,4.7,0,167.8,193.7,167.8609049773765,193.69013574660738
450.0,07:30,193.8,168.1,220,85,85,50,61,15616,110,22,110,5.3,95,4.6,0,168.1,193.8,168.03909502262536,193.83782805429973
451.0,07:31,194.0,168.2,220,81,81,50,61,15616,110,22,110,5.3,95,4.4,0,168.2,194.0,168.225701357467,193.9728506787341
452.0,07:32,194.1,168.4,220,81,81,50,61,15616,110,22,110,5.3,95,4.3,0,168.4,194.1,168.41049773755748,194.10361990950338
453.0,07:33,194.2,168.6,220,81,81,50,61,15616,109,22,110,5.3,95,4.2,0,168.6,194.2,168.583257918553,194.23239819004633
454.0,07:34,194.4,168.8,220,81,81,50,61,15616,109,22,110,5.3,95,4.2,0,168.8,194.4,168.75375565610955,194.35529411764813
455.0,07:35,194.5,168.9,220,81,81,50,61,15616,110,22,110,5.3,95,4.2,0,168.9,194.5,168.93176470588327,194.47547511312325
456.0,07:36,194.6,169.1,220,81,81,50,61,15616,110,22,110,5.3,95,4.0,0,169.1,194.6,169.10705882353037,194.58932126696942
457.0,07:37,194.7,169.3,220,81,81,50,61,15616,111,22,110,5.3,95,3.9,0,169.3,194.7,169.26941176470683,194.70000000000107
458.0,07:38,194.8,169.4,220,81,81,50,61,15616,113,22,110,5.3,95,3.7,0,169.4,194.8,169.44244343891495,194.80361990950337
459.0,07:39,194.9,169.6,220,81,81,50,61,15616,111,22,110,5.1,93,3.5,0,169.6,194.9,169.61592760181088,194.92334841629068
460.0,07:40,195.0,169.8,220,81,81,50,61,15616,109,22,120,5.1,92,3.4,0,169.8,195.0,169.78669683258013,195.0485067873314
461.0,07:41,195.2,170.0,220,81,81,50,61,15616,110,22,120,5.1,92,3.3,0,170.0,195.2,169.95131221719552,195.16841628959384
462.0,07:42,195.3,170.1,220,81,81,50,61,15616,110,22,120,5.1,92,3.4,0,170.1,195.3,170.13339366515933,195.3062443438925
463.0,07:43,195.4,170.3,220,81,81,50,61,15616,110,22,120,5.1,92,3.5,0,170.3,195.4,170.30886877828152,195.44425339366626
464.0,07:44,195.6,170.5,220,81,81,50,61,15616,111,22,120,5.3,95,3.8,0,170.5,195.6,170.48751131221815,195.59176470588343
465.0,07:45,195.8,170.7,220,81,81,50,61,15616,112,22,120,5.3,95,4.0,0,170.7,195.8,170.67203619909597,195.74425339366624
466.0,07:46,195.9,170.8,220,81,81,50,61,15616,112,22,120,5.3,96,4.3,0,170.8,195.9,170.85837104072493,195.89013574660743
467.0,07:47,196.0,171.0,220,81,81,50,61,15616,112,22,120,5.3,96,4.3,0,171.0,196.0,171.04244343891497,196.03782805429975
468.0,07:48,196.2,171.3,220,81,81,50,61,15616,112,22,120,5.3,96,4.4,0,171.3,196.2,171.2269683257928,196.17484162896034
469.0,07:49,196.3,171.4,220,81,81,50,61,15616,113,23,120,5.3,96,4.4,0,171.4,196.3,171.4146606334851,196.3225339366527
470.0,07:50,196.5,171.6,220,81,81,50,61,15616,114,23,120,5.3,96,4.4,0,171.6,196.5,171.6014479638019,196.46841628959385
471.0,07:51,196.6,171.8,220,81,81,50,61,15616,114,23,120,5.3,96,4.3,0,171.8,196.6,171.783257918553,196.6000000000011
472.0,07:52,196.7,172.0,220,81,81,50,61,15616,114,23,120,5.3,96,4.3,0,172.0,196.7,171.96280542986523,196.73864253393774
473.0,07:53,196.9,172.1,220,81,81,50,61,15616,115,23,120,5.3,96,4.2,0,172.1,196.9,172.14986425339464,196.87864253393772
474.0,07:54,197.0,172.3,220,81,81,50,61,15616,116,23,120,5.3,96,4.2,0,172.3,197.0,172.3203619909512,197.01429864253504
475.0,07:55,197.2,172.5,220,81,81,50,61,15616,116,23,120,5.3,96,4.2,0,172.5,197.2,172.49113122172042,197.14606334841739
476.0,07:56,197.3,172.7,220,81,81,50,61,15616,116,23,120,5.3,96,4.2,0,172.7,197.3,172.6657918552046,197.29438914027259
477.0,07:57,197.4,172.8,220,81,81,50,61,15616,117,23,120,5.3,96,4.2,0,172.8,197.4,172.82796380090593,197.43882352941284
478.0,07:58,197.6,173.0,220,81,81,50,61,15616,118,23,120,5.3,96,4.2,0,173.0,197.6,172.9953846153856,197.599819004526
479.0,07:59,197.7,173.2,220,81,81,50,61,15616,117,24,120,5.2,94,4.2,0,173.2,197.7,173.15167420814578,197.75692307692418
480.0,08:00,197.9,173.3,220,81,81,50,61,15616,118,24,120,5.1,92,4.3,0,173.3,197.9,173.3142986425349,197.91674208144906
481.0,08:01,198.1,173.5,220,81,81,50,61,15616,117,24,120,5.1,92,4.4,0,173.5,198.1,173.48009049773853,198.0858823529423
482.0,08:02,198.3,173.6,220,81,81,50,61,15616,118,24,120,5.1,92,4.6,0,173.6,198.3,173.64588235294212,198.24389140271603
483.0,08:03,198.4,173.8,220,81,81,50,61,15616,118,24,120,5.0,90,4.8,0,173.8,198.4,173.81529411764802,198.4112217194581
484.0,08:04,198.6,174.0,220,81,81,50,61,15616,119,24,120,5.0,91,4.9,0,174.0,198.6,173.99900452488785,198.56742081448076
485.0,08:05,198.7,174.1,220,81,81,50,61,15616,119,24,120,5.1,92,4.9,0,174.1,198.7,174.1738461538471,198.71909502262554
486.0,08:06,198.9,174.4,220,81,81,50,61,15616,119,24,120,5.0,90,4.8,0,174.4,198.9,174.35049773755753,198.87285067873415
487.0,08:07,199.0,174.6,220,81,81,50,61,15616,120,24,120,5.0,89,4.6,0,174.6,199.0,174.53963800905075,199.00823529411878
488.0,08:08,199.1,174.7,220,81,81,50,61,15616,120,24,120,5.1,92,4.5,0,174.7,199.1,174.71809954751228,199.14570135746715
489.0,08:09,199.3,174.9,220,81,81,50,61,15616,120,24,120,5.0,90,4.4,0,174.9,199.3,174.90361990950322,199.27864253393778
490.0,08:10,199.4,175.1,220,81,81,50,61,15616,119,24,120,5.0,89,4.4,0,175.1,199.4,175.07303167420912,199.42135746606445
491.0,08:11,199.6,175.2,220,81,81,50,61,15616,120,24,120,5.1,91,4.4,0,175.2,199.6,175.2370135746616,199.56135746606446
492.0,08:12,199.7,175.4,220,81,81,50,61,15616,121,24,120,5.0,89,4.4,0,175.4,199.7,175.40624434389235,199.7070588235305
493.0,08:13,199.8,175.6,220,81,81,50,61,15616,120,24,120,5.0,89,4.3,0,175.6,199.8,175.55755656108695,199.839819004526
494.0,08:14,200.0,175.7,220,81,81,50,61,15616,120,24,120,5.1,92,4.3,0,175.7,200.0,175.71547511312315,199.9819004524898
495.0,08:15,200.1,175.9,220,81,81,50,61,15616,120,24,120,5.0,90,4.2,0,175.9,200.1,175.8774660633494,200.11466063348527
496.0,08:16,200.3,176.0,220,81,81,50,61,15616,120,24,120,5.0,90,4.2,0,176.0,200.3,176.0412669683268,200.24651583710516
497.0,08:17,200.4,176.2,220,81,81,50,61,15616,121,24,120,5.1,93,4.1,0,176.2,200.4,176.19755656108694,200.3858823529423
498.0,08:18,200.5,176.4,220,81,81,50,61,15616,120,24,120,5.1,92,4.1,0,176.4,200.5,176.37085972850775,200.52117647058935
499.0,08:19,200.6,176.5,220,81,81,50,61,15616,120,24,120,5.1,92,4.0,0,176.5,200.6,176.53800904977476,200.65466063348526
500.0,08:20,200.8,176.7,220,81,81,50,61,15616,119,24,120,5.2,94,3.9,0,176.7,200.8,176.71674208144893,200.78859728506902
501.0,08:21,200.9,176.9,220,81,81,50,61,15616,118,24,120,5.1,93,3.9,0,176.9,200.9,176.89773755656205,200.91846153846265
502.0,08:22,201.1,177.1,220,81,81,50,61,15616,119,24,120,5.1,92,3.9,0,177.1,201.1,177.0716742081458,201.0465158371052
503.0,08:23,201.2,177.2,220,81,81,50,61,15616,119,24,120,5.1,92,4.0,0,177.2,201.2,177.25628959276116,201.1750226244355
504.0,08:24,201.3,177.5,220,81,81,50,61,15616,120,24,120,5.1,93,4.0,0,177.5,201.3,177.42841628959374,201.31330316742194
505.0,08:25,201.4,177.6,220,81,81,50,61,15616,120,24,120,5.1,91,4.0,0,177.6,201.4,177.60579185520461,201.4506787330328
506.0,08:26,201.6,177.8,220,81,81,50,61,15616,121,24,120,5.1,92,4.0,0,177.8,201.6,177.77909502262543,201.58352941176582
507.0,08:27,201.7,177.9,220,81,81,50,61,15616,122,24,120,5.1,91,4.0,0,177.9,201.7,177.93900452488785,201.70823529411877
508.0,08:28,201.8,178.1,220,81,81,50,61,15616,121,24,120,5.0,89,3.9,0,178.1,201.8,178.10325791855303,201.8350226244355
509.0,08:29,202.0,178.3,220,81,81,50,61,15616,120,24,120,4.9,88,3.9,0,178.3,202.0,178.26253393665257,201.95411764705995
510.0,08:30,202.1,178.4,220,81,81,50,61,15616,119,24,120,4.9,89,3.8,0,178.4,202.1,178.42135746606434,202.06959276018213
511.0,08:31,202.2,178.6,220,81,81,50,61,15616,119,24,120,4.9,88,3.7,0,178.6,202.2,178.57746606334942,202.19257918552148
512.0,08:32,202.3,178.7,220,81,81,50,61,15616,121,24,120,4.8,87,3.6,0,178.7,202.3,178.74244343891502,202.3003619909514
513.0,08:33,202.4,178.9,220,81,81,50,61,15616,119,24,120,4.9,88,3.5,0,178.9,202.4,178.9149321266978,202.41113122172058
514.0,08:34,202.5,179.1,220,81,81,50,61,15616,119,24,120,4.8,87,3.4,0,179.1,202.5,179.0806334841639,202.52307692307807
515.0,08:35,202.6,179.2,220,81,81,50,61,15616,120,24,120,4.9,88,3.3,0,179.2,202.6,179.23203619909603,202.62823529411878
516.0,08:36,202.7,179.4,220,81,81,50,61,15616,121,24,120,4.8,87,3.3,0,179.4,202.7,179.381628959277,202.7257013574672
517.0,08:37,202.9,179.6,220,81,81,50,61,15616,121,24,120,4.9,89,3.3,0,179.6,202.9,179.5419004524897,202.82135746606448
518.0,08:38,202.9,179.7,220,81,81,50,61,15616,120,24,120,4.8,87,3.3,0,179.7,202.9,179.69149321267068,202.92108597285178
519.0,08:39,203.1,179.9,220,81,81,50,61,15616,119,24,120,5.0,89,3.4,0,179.9,203.1,179.8428959276028,203.0239819004536
520.0,08:40,203.1,179.9,220,81,81,50,61,15616,119,24,120,5.0,89,3.4,0,179.9,203.1,179.9947511312227,203.12208144796494
521.0,08:41,203.2,180.1,220,81,81,50,61,15616,120,24,120,5.0,91,3.4,0,180.1,203.2,180.14570135746706,203.22036199095135
522.0,08:42,203.3,180.3,220,81,81,50,61,15616,120,24,120,5.1,93,3.4,0,180.3,203.3,180.30823529411865,203.32995475113236
523.0,08:43,203.4,180.5,220,81,81,50,61,15616,120,24,120,5.0,90,3.4,0,180.5,203.4,180.46099547511415,203.44108597285182
524.0,08:44,203.6,180.6,220,81,81,50,61,15616,121,24,120,5.2,93,3.5,0,180.6,203.6,180.61647058823633,203.56398190045363
525.0,08:45,203.7,180.8,220,81,81,50,61,15616,121,24,120,5.2,93,3.6,0,180.8,203.7,180.78009049773857,203.70180995475224
526.0,08:46,203.8,181.0,220,81,81,50,61,15616,120,24,120,5.0,90,3.8,0,181.0,203.8,180.94343891402815,203.84389140271605
527.0,08:47,204.0,181.1,220,81,81,50,61,15616,120,24,120,5.0,90,4.0,0,181.1,204.0,181.12515837104172,203.99954751131335
528.0,08:48,204.2,181.3,220,81,81,50,61,15616,119,24,120,5.0,90,4.2,0,181.3,204.2,181.28914027149423,204.15013574660745
529.0,08:49,204.3,181.4,220,81,81,50,61,15616,120,24,120,5.0,90,4.4,0,181.4,204.3,181.4531221719467,204.3031674208156
530.0,08:50,204.5,181.6,220,81,81,50,61,15616,120,24,120,4.9,89,4.5,0,181.6,204.5,181.62072398190148,204.4652488687794
531.0,08:51,204.6,181.8,220,81,81,50,61,15616,120,24,120,5.0,90,4.6,0,181.8,204.6,181.80262443439017,204.62208144796494
532.0,08:52,204.8,182.0,220,81,81,50,61,15616,120,24,120,5.2,93,4.6,0,182.0,204.8,181.96859728506888,204.786153846155
533.0,08:53,204.9,182.2,220,81,81,50,61,15616,120,24,120,5.2,94,4.6,0,182.2,204.9,182.14226244343993,204.94904977375677
534.0,08:54,205.1,182.3,220,81,81,50,61,15616,120,24,120,5.3,95,4.7,0,182.3,205.1,182.3333936651594,205.11556561086084
535.0,08:55,205.3,182.5,220,81,81,50,61,15616,120,24,120,5.4,97,4.7,0,182.5,205.3,182.5179185520372,205.2834389140283
536.0,08:56,205.5,182.7,220,81,81,50,61,15616,119,24,120,5.4,97,5.0,0,182.7,205.5,182.70561085972952,205.4571945701369
537.0,08:57,205.6,182.9,220,81,81,50,61,15616,117,24,120,5.4,97,5.1,0,182.9,205.6,182.88533936651686,205.62751131221836
538.0,08:58,205.8,183.0,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.0,205.8,183.07303167420918,205.80506787330432
539.0,08:59,206.0,183.3,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.3,206.0,183.25755656108697,205.98669683258032
540.0,09:00,206.2,183.5,220,81,81,50,61,15616,118,25,120,5.4,97,5.4,0,183.5,206.2,183.44162895927704,206.16923076923194
541.0,09:01,206.3,183.6,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.6,206.3,183.627963800906,206.34244343891515
542.0,09:02,206.5,183.8,220,71,71,50,61,15616,119,25,120,5.4,97,5.3,0,183.8,206.5,183.80542986425442,206.52316742081564
543.0,09:03,206.7,184.0,220,71,71,50,61,15616,120,25,120,5.4,97,5.3,0,184.0,206.7,183.98995475113225,206.70117647058936
544.0,09:04,206.9,184.2,220,71,71,50,61,15616,120,25,120,5.4,97,5.3,0,184.2,206.9,184.17040723982,206.88714932126814
545.0,09:05,207.1,184.3,220,71,71,50,61,15616,120,25,120,5.3,95,5.3,0,184.3,207.1,184.34950226244445,207.0579185520374
546.0,09:06,207.2,184.5,220,71,71,50,61,15616,121,25,120,5.2,93,5.3,0,184.5,207.2,184.5161085972861,207.23122171945818
547.0,09:07,207.4,184.7,220,71,71,50,61,15616,119,25,120,5.2,94,5.3,0,184.7,207.4,184.6929411764716,207.40479638009165
548.0,09:08,207.6,184.9,220,71,71,50,61,15616,119,25,120,5.2,93,5.2,0,184.9,207.6,184.87565610859832,207.57022624434506
549.0,09:09,207.7,185.1,220,71,71,50,61,15616,119,25,120,5.4,97,5.1,0,185.1,207.7,185.0531221719467,207.7190950226256
550.0,09:10,207.9,185.2,220,71,71,50,61,15616,120,25,120,5.5,99,5.0,0,185.2,207.9,185.24126696832684,207.87004524886993
551.0,09:11,208.0,185.4,220,71,71,50,61,15616,121,25,120,5.6,101,4.8,0,185.4,208.0,185.42895927601916,208.01466063348533
552.0,09:12,208.2,185.6,220,71,71,50,61,15616,120,25,120,5.7,103,4.7,0,185.6,208.2,185.61185520362093,208.16542986425455
553.0,09:13,208.3,185.8,220,71,71,50,61,15616,119,25,120,5.7,103,4.6,0,185.8,208.3,185.7917647058834,208.32190045248987
554.0,09:14,208.4,186.0,220,71,71,50,61,15616,119,25,120,5.7,103,4.5,0,186.0,208.4,185.98371040724084,208.4636199095034
555.0,09:15,208.6,186.2,220,71,71,50,61,15616,121,25,120,5.7,103,4.5,0,186.2,208.6,186.1756561085983,208.61104072398308
556.0,09:16,208.8,186.4,220,71,71,50,61,15616,121,25,120,5.7,102,4.6,0,186.4,208.8,186.3694117647069,208.76461538461655
557.0,09:17,208.9,186.5,220,71,71,50,61,15616,120,25,120,5.5,100,4.6,0,186.5,208.9,186.5667873303178,208.90479638009165
558.0,09:18,209.1,186.7,220,71,71,50,61,15616,120,25,120,5.7,102,4.6,0,186.7,209.1,186.7557466063359,209.05294117647176
559.0,09:19,209.2,187.0,220,71,71,50,61,15616,122,25,120,5.5,100,4.6,0,187.0,209.2,186.9513122171956,209.1895022624446
560.0,09:20,209.3,187.2,220,71,71,50,61,15616,120,25,120,5.5,100,4.4,0,187.2,209.3,187.14144796380194,209.33583710407356
561.0,09:21,209.5,187.3,220,71,71,50,61,15616,120,25,120,5.5,100,4.3,0,187.3,209.5,187.32796380090602,209.4723981900464
562.0,09:22,209.6,187.5,220,71,71,50,61,15616,120,25,120,5.5,100,4.2,0,187.5,209.6,187.51266968325893,209.60669683258035
563.0,09:23,209.7,187.7,220,71,71,50,61,15616,120,25,120,5.4,97,4.1,0,187.7,209.7,187.69737556561188,209.74624434389256
564.0,09:24,209.9,187.9,220,71,71,50,61,15616,118,25,120,5.4,97,4.1,0,187.9,209.9,187.88389140271596,209.8923981900464
565.0,09:25,210.0,188.1,220,71,71,50,61,15616,119,25,120,5.4,97,4.1,0,188.1,210.0,188.06723981900558,210.02651583710525
566.0,09:26,210.2,188.2,220,71,71,50,61,15616,119,25,120,5.5,99,4.1,0,188.2,210.2,188.24244343891507,210.17085972850793
567.0,09:27,210.3,188.4,230,71,71,50,61,15616,120,25,120,5.5,100,4.1,0,188.4,210.3,188.42515837104173,210.30678733031792
568.0,09:28,210.5,188.6,230,71,71,50,61,15616,120,25,120,5.6,100,4.2,0,188.6,210.5,188.61104072398297,210.44271493212784
569.0,09:29,210.6,188.8,230,71,71,50,61,15616,120,25,120,5.6,100,4.2,0,188.8,210.6,188.7960180995486,210.58000000000118
570.0,09:30,210.7,189.0,230,71,71,50,61,15616,119,25,120,5.5,100,4.2,0,189.0,210.7,188.97601809954855,210.72000000000116
571.0,09:31,210.8,189.2,230,71,71,50,61,15616,121,25,120,5.5,100,4.1,0,189.2,210.8,189.14669683258023,210.85022624434507
572.0,09:32,211.0,189.3,230,71,71,50,61,15616,121,25,120,5.6,100,4.1,0,189.3,211.0,189.32371040724087,210.9920361990962
573.0,09:33,211.1,189.5,230,71,71,50,61,15616,120,25,120,5.5,100,4.0,0,189.5,211.1,189.5088687782816,211.13294117647177
574.0,09:34,211.3,189.7,230,71,71,50,61,15616,120,25,130,5.5,100,4.0,0,189.7,211.3,189.69719457013682,211.28135746606452
