seconds,time,air,beans,air_sp,power,power_sp,speed,coolfan_speed,stirrer_speed,pressure,pressure_fan_speed,pressure_sp,ror,ror_f,computed_air_ror,__filled,beans_clean,air_clean,beans_smooth,air_smooth
185.0,03:05,152.7,113.6,220,90,90,50,61,15616,99,19,100,8.9,161,5.8,0,113.6,152.7,113.59212669683319,152.6911312217203
186.0,03:06,152.9,113.9,220,90,90,50,61,15616,100,19,100,8.9,160,5.8,0,113.9,152.9,113.89619909502326,152.88190045248953
187.0,03:07,153.0,114.2,220,90,90,50,61,15616,99,19,100,9.0,162,5.8,0,114.2,153.0,114.20823529411828,153.07040723981987
188.0,03:08,153.3,114.5,220,90,90,50,61,15616,99,19,100,8.9,160,5.8,0,114.5,153.3,114.5152941176477,153.25755656108683
189.0,03:09,153.5,114.8,220,90,90,50,61,15616,99,20,100,8.9,160,5.8,0,114.8,153.5,114.80443438914092,153.4513122171954
190.0,03:10,153.6,115.1,220,90,90,50,61,15616,100,20,100,8.9,160,5.8,0,115.1,153.6,115.09656108597349,153.63963800905063
191.0,03:11,153.8,115.4,220,90,90,50,61,15616,100,20,100,8.9,160,5.8,0,115.4,153.8,115.3855203619916,153.8243438914036
192.0,03:12,154.0,115.7,220,90,90,50,61,15616,102,20,100,8.8,158,5.8,0,115.7,154.0,115.6722171945708,154.01429864253478
193.0,03:13,154.2,116.0,220,90,90,50,61,15616,101,19,100,8.9,159,5.8,0,116.0,154.2,115.9575565610866,154.19131221719542
194.0,03:14,154.4,116.2,220,90,90,50,61,15616,100,19,100,8.8,158,5.7,0,116.2,154.4,116.24244343891468,154.37809954751216
195.0,03:15,154.6,116.5,220,90,90,50,61,15616,100,19,100,8.8,158,5.7,0,116.5,154.6,116.53484162895992,154.5496832579194
196.0,03:16,154.7,116.8,220,90,90,50,61,15616,100,19,100,8.7,157,5.5,0,116.8,154.7,116.82271493212735,154.72877828054385
197.0,03:17,154.9,117.1,220,90,90,50,61,15616,100,19,100,8.7,157,5.5,0,117.1,154.9,117.10081447963866,154.91104072398275
198.0,03:18,155.1,117.4,220,90,90,50,61,15616,101,19,100,8.6,155,5.4,0,117.4,155.1,117.390950226245,155.08533936651668
199.0,03:19,155.2,117.7,220,90,90,50,61,15616,100,19,100,8.6,155,5.3,0,117.7,155.2,117.68108597285135,155.2605429864262
200.0,03:20,155.5,118.0,220,90,90,50,61,15616,100,19,100,8.6,155,5.3,0,118.0,155.5,117.9730316742088,155.4384615384624
201.0,03:21,155.6,118.3,220,90,90,50,61,15616,100,19,100,8.6,154,5.3,0,118.3,155.6,118.27565610859794,155.62796380090583
202.0,03:22,155.8,118.5,220,90,90,50,61,15616,100,19,100,8.6,154,5.4,0,118.5,155.8,118.56398190045314,155.81791855203707
203.0,03:23,156.0,118.8,220,90,90,50,61,15616,101,19,100,8.6,154,5.4,0,118.8,156.0,118.84687782805497,156.01104072398277
204.0,03:24,156.2,119.2,220,90,90,50,61,15616,100,19,100,8.5,153,5.5,0,119.2,156.2,119.13321266968391,156.19619909502347
205.0,03:25,156.4,119.4,220,90,90,50,61,15616,99,19,100,8.4,152,5.5,0,119.4,156.4,119.41185520362058,156.3822624434398
206.0,03:26,156.6,119.7,220,90,90,50,61,15616,99,19,100,8.4,150,5.6,0,119.7,156.6,119.68552036199162,156.5710407239828
207.0,03:27,156.8,120.0,220,90,90,50,61,15616,99,19,100,8.3,149,5.5,0,120.0,156.8,119.95692307692374,156.75049773755745
208.0,03:28,156.9,120.2,220,90,90,50,61,15616,99,20,100,8.2,148,5.6,0,120.2,156.9,120.23583710407306,156.9424434389149
209.0,03:29,157.1,120.5,220,90,90,50,61,15616,101,20,100,8.2,148,5.5,0,120.5,157.1,120.5120361990957,157.12778280543074
210.0,03:30,157.3,120.8,220,90,90,50,61,15616,101,19,100,8.3,149,5.5,0,120.8,157.3,120.77529411764773,157.31447963800994
211.0,03:31,157.5,121.0,220,90,90,50,61,15616,100,19,100,8.2,147,5.5,0,121.0,157.5,121.0424434389147,157.50343891402804
212.0,03:32,157.7,121.3,220,90,90,50,61,15616,100,19,100,8.1,146,5.5,0,121.3,157.7,121.31710407239885,157.6955656108606
213.0,03:33,157.9,121.6,220,90,90,50,61,15616,100,19,100,8.2,148,5.6,0,121.6,157.9,121.58289592760248,157.89176470588325
214.0,03:34,158.1,121.9,220,90,90,50,61,15616,99,19,100,8.2,147,5.8,0,121.9,158.1,121.85755656108664,158.09294117647147
215.0,03:35,158.3,122.1,220,90,90,50,61,15616,101,19,100,8.0,145,5.8,0,122.1,158.3,122.13176470588303,158.3000000000009
216.0,03:36,158.5,122.4,220,90,90,50,61,15616,100,19,100,8.1,146,5.9,0,122.4,158.5,122.39619909502329,158.50000000000088
217.0,03:37,158.7,122.7,220,90,90,50,61,15616,99,19,100,8.2,148,5.9,0,122.7,158.7,122.66153846153915,158.70000000000087
218.0,03:38,158.9,122.9,220,90,90,50,61,15616,99,20,100,8.0,145,5.9,0,122.9,158.9,122.93846153846224,158.90000000000086
219.0,03:39,159.1,123.2,220,90,90,50,61,15616,100,20,100,8.0,145,5.8,0,123.2,159.1,123.20380090497807,159.1000000000009
220.0,03:40,159.3,123.5,220,90,90,50,61,15616,100,19,100,8.2,148,6.0,0,123.5,159.3,123.47529411764775,159.3000000000009
221.0,03:41,159.5,123.7,220,90,90,50,61,15616,100,19,100,8.1,147,6.1,0,123.7,159.5,123.74361990950294,159.50000000000088
222.0,03:42,159.7,124.0,220,90,90,50,61,15616,100,19,100,8.0,145,6.2,0,124.0,159.7,124.0133031674215,159.70000000000087
223.0,03:43,159.9,124.3,220,90,90,50,61,15616,100,19,100,8.0,145,6.2,0,124.3,159.9,124.28208144796449,159.9000000000009
224.0,03:44,160.1,124.6,220,90,90,50,61,15616,99,20,100,7.9,142,6.2,0,124.6,160.1,124.54769230769301,160.10000000000088
225.0,03:45,160.3,124.8,220,90,90,50,61,15616,100,20,100,7.7,138,6.1,0,124.8,160.3,124.82171945701427,160.30000000000092
226.0,03:46,160.5,125.1,220,90,90,50,61,15616,100,20,100,7.7,138,5.8,0,125.1,160.5,125.08895927601878,160.5000000000009
227.0,03:47,160.7,125.3,220,90,90,50,61,15616,100,20,100,7.7,138,5.7,0,125.3,160.7,125.34805429864323,160.7000000000009
228.0,03:48,160.9,125.6,220,90,90,50,61,15616,99,20,100,7.7,138,5.8,0,125.6,160.9,125.61149321267038,160.9000000000009
229.0,03:49,161.1,125.9,220,90,90,50,61,15616,100,20,100,7.8,141,6.0,0,125.9,161.1,125.85791855203689,161.1000000000009
230.0,03:50,161.3,126.1,220,90,90,50,61,15616,101,20,100,7.9,142,6.1,0,126.1,161.3,126.10687782805502,161.30000000000092
231.0,03:51,161.5,126.4,220,90,90,50,61,15616,100,20,100,7.8,140,6.2,0,126.4,161.5,126.35085972850749,161.5000000000009
232.0,03:52,161.7,126.6,220,90,90,50,61,15616,101,20,100,7.7,138,6.2,0,126.6,161.7,126.60325791855273,161.7000000000009
233.0,03:53,161.9,126.8,220,90,90,50,61,15616,99,20,100,7.7,138,6.2,0,126.8,161.9,126.84361990950296,161.9000000000009
234.0,03:54,162.1,127.1,220,90,90,50,61,15616,99,20,100,7.5,136,6.2,0,127.1,162.1,127.09239819004597,162.1000000000009
235.0,03:55,162.3,127.3,220,90,90,50,61,15616,99,20,100,7.5,135,6.1,0,127.3,162.3,127.32914027149391,162.29294117647152
236.0,03:56,162.5,127.6,220,90,90,50,61,15616,99,20,100,7.5,135,6.1,0,127.6,162.5,127.57429864253466,162.49176470588327
237.0,03:57,162.7,127.8,220,90,90,50,61,15616,99,20,100,7.5,135,6.0,0,127.8,162.7,127.82832579185592,162.69556561086063
238.0,03:58,162.9,128.1,220,90,90,50,61,15616,100,20,100,7.4,133,6.0,0,128.1,162.9,128.0716742081455,162.89638009049864
239.0,03:59,163.1,128.3,220,90,90,50,61,15616,100,20,100,7.5,135,5.9,0,128.3,163.1,128.31864253393738,163.1062443438923
240.0,04:00,163.3,128.6,220,90,90,50,61,15616,100,20,100,7.4,132,5.8,0,128.6,163.3,128.56968325791928,163.3162895927611
241.0,04:01,163.5,128.8,220,90,90,50,61,15616,100,20,100,7.4,134,5.9,0,128.8,163.5,128.81846153846226,163.53058823529503
242.0,04:02,163.8,129.1,220,90,90,50,61,15616,100,20,100,7.4,133,6.1,0,129.1,163.8,129.06542986425413,163.75936651583802
243.0,04:03,164.0,129.3,220,90,90,50,61,15616,100,20,100,7.4,134,6.4,0,129.3,164.0,129.31104072398261,163.9919457013584
244.0,04:04,164.2,129.5,220,90,90,50,61,15616,100,20,100,7.3,132,6.6,0,129.5,164.2,129.562805429865,164.23764705882445
245.0,04:05,164.5,129.8,220,90,90,50,61,15616,99,20,100,7.3,132,7.0,0,129.8,164.5,129.80117647058898,164.48488687782896
246.0,04:06,164.7,130.1,220,90,90,50,61,15616,100,20,100,7.2,130,7.2,0,130.1,164.7,130.04751131221792,164.74208144796472
247.0,04:07,165.0,130.3,220,90,90,50,61,15616,100,20,100,7.3,131,7.4,0,130.3,165.0,130.28932126696907,164.99674208144887
248.0,04:08,165.3,130.5,220,90,90,50,61,15616,100,20,100,7.2,129,7.5,0,130.5,165.3,130.5279638009057,165.25638009049868
249.0,04:09,165.5,130.8,220,90,90,50,61,15616,100,20,100,7.1,128,7.6,0,130.8,165.5,130.76479638009124,165.50760180995567
250.0,04:10,165.8,131.0,220,90,90,50,61,15616,99,20,100,7.1,127,7.6,0,131.0,165.8,131.00823529411838,165.7708597285077
251.0,04:11,166.0,131.2,220,90,90,50,61,15616,100,20,100,7.0,126,7.6,0,131.2,166.0,131.2396380090505,166.0327601809964
252.0,04:12,166.3,131.5,220,90,90,50,61,15616,100,20,100,7.0,126,7.6,0,131.5,166.3,131.46742081448036,166.27990950226337
253.0,04:13,166.5,131.7,220,90,90,50,61,15616,100,20,100,7.0,126,7.6,0,131.7,166.5,131.70000000000073,166.5327601809964
254.0,04:14,166.8,131.9,220,90,90,50,61,15616,100,20,100,7.1,127,7.5,0,131.9,166.8,131.9396380090505,166.77085972850773
255.0,04:15,167.0,132.2,220,90,90,50,61,15616,100,20,100,7.1,127,7.4,0,132.2,167.0,132.16859728506859,167.0076018099557
256.0,04:16,167.3,132.4,220,90,90,50,61,15616,100,20,100,7.1,127,7.4,0,132.4,167.3,132.39619909502335,167.25638009049865
257.0,04:17,167.5,132.6,220,90,90,50,61,15616,101,20,100,7.0,125,7.4,0,132.6,167.5,132.63176470588309,167.5038009049783
258.0,04:18,167.7,132.9,220,90,90,50,61,15616,102,20,100,6.9,125,7.4,0,132.9,167.7,132.86461538461612,167.75737556561177
259.0,04:19,168.0,133.1,220,90,90,50,61,15616,102,20,100,6.8,123,7.4,0,133.1,168.0,133.08407239819078,168.00461538461633
260.0,04:20,168.2,133.3,220,90,90,50,61,15616,101,20,100,6.8,123,7.5,0,133.3,168.2,133.31330316742157,168.25393665158464
261.0,04:21,168.5,133.5,220,90,90,50,61,15616,101,20,100,6.8,122,7.5,0,133.5,168.5,133.54162895927678,168.49375565610953
262.0,04:22,168.8,133.8,220,90,90,50,61,15616,100,20,100,6.8,123,7.5,0,133.8,168.8,133.76542986425414,168.73339366515933
263.0,04:23,169.0,134.0,220,90,90,50,61,15616,100,20,100,6.8,122,7.5,0,134.0,169.0,133.99493212669756,168.96217194570227
264.0,04:24,169.2,134.2,220,90,90,50,61,15616,99,20,100,6.8,122,7.4,0,134.2,169.2,134.22036199095095,169.1973755656118
265.0,04:25,169.4,134.4,220,90,90,50,61,15616,98,20,100,6.8,122,7.1,0,134.4,169.4,134.43194570135822,169.4162895927611
266.0,04:26,169.6,134.7,220,90,90,50,61,15616,100,20,100,6.7,121,6.9,0,134.7,169.6,134.65375565610935,169.61710407239912
267.0,04:27,169.8,134.9,220,90,90,50,61,15616,100,20,100,6.6,120,6.7,0,134.9,169.8,134.87601809954828,169.81185520362087
268.0,04:28,170.0,135.1,220,90,90,50,61,15616,101,20,100,6.6,119,6.4,0,135.1,170.0,135.1101357466071,170.00669683258013
269.0,04:29,170.2,135.3,220,90,90,50,61,15616,101,20,100,6.7,120,6.1,0,135.3,170.2,135.32751131221795,170.19574660633577
270.0,04:30,170.4,135.5,220,90,90,50,61,15616,102,20,100,6.6,119,6.0,0,135.5,170.4,135.54108597285142,170.37466063348512
271.0,04:31,170.5,135.7,220,90,90,50,61,15616,101,20,100,6.6,118,5.8,0,135.7,170.5,135.74380090497812,170.54000000000096
272.0,04:32,170.7,136.0,220,90,90,50,61,15616,101,19,100,6.5,118,5.7,0,136.0,170.7,135.93565610859804,170.70244343891494
273.0,04:33,170.9,136.2,220,90,90,50,61,15616,100,19,100,6.5,117,5.5,0,136.2,170.9,136.11665158371116,170.85266968325885
274.0,04:34,171.1,136.4,220,90,90,50,61,15616,101,19,100,6.4,115,5.4,0,136.4,171.1,136.30063348416365,171.00226244343986
275.0,04:35,171.1,136.4,220,90,90,50,61,15616,101,19,100,6.4,115,5.4,0,136.4,171.1,136.47438914027225,171.14280542986518
276.0,04:36,171.2,136.6,220,90,90,50,61,15616,100,19,100,6.4,115,5.3,0,136.6,171.2,136.65176470588312,171.27972850678827
277.0,04:37,171.4,136.8,220,90,90,50,61,15616,100,19,100,6.4,114,5.2,0,136.8,171.4,136.83276018099625,171.4255203619919
278.0,04:38,171.6,137.0,220,90,90,50,61,15616,100,19,100,6.3,114,5.1,0,137.0,171.6,137.01737556561164,171.57266968325888
279.0,04:39,171.7,137.2,220,90,90,50,61,15616,100,19,100,6.3,114,5.1,0,137.2,171.7,137.20561085972926,171.72072398190141
280.0,04:40,171.9,137.4,220,90,90,50,61,15616,100,19,100,6.3,113,5.0,0,137.4,171.9,137.41131221719533,171.8762895927611
281.0,04:41,172.0,137.6,220,90,90,50,61,15616,100,19,100,6.3,113,5.0,0,137.6,172.0,137.62832579185596,172.03276018099643
282.0,04:42,172.2,137.9,220,90,90,50,61,15616,100,19,100,6.3,114,4.9,0,137.9,172.2,137.85755656108674,172.20443438914123
283.0,04:43,172.4,138.1,220,90,90,50,61,15616,99,19,100,6.3,114,4.8,0,138.1,172.4,138.07221719457092,172.36497737556658
284.0,04:44,172.5,138.3,220,90,90,50,61,15616,99,19,100,6.3,113,4.7,0,138.3,172.5,138.28552036199173,172.51511312217292
285.0,04:45,172.7,138.5,220,90,90,50,61,15616,100,20,100,6.3,113,4.6,0,138.5,172.7,138.4965610859736,172.65529411764803
286.0,04:46,172.8,138.7,220,90,90,50,61,15616,99,20,100,6.3,113,4.6,0,138.7,172.8,138.70443438914103,172.79981900452586
287.0,04:47,172.9,138.9,220,90,90,50,61,15616,99,20,100,6.2,112,4.6,0,138.9,172.9,138.9082352941184,172.9361990950236
288.0,04:48,173.1,139.1,220,90,90,50,61,15616,101,20,100,6.1,110,4.4,0,139.1,173.1,139.1070588235302,173.072850678734
289.0,04:49,173.2,139.3,220,90,90,50,61,15616,102,20,100,6.2,112,4.3,0,139.3,173.2,139.30000000000078,173.1911312217204
290.0,04:50,173.3,139.5,220,90,90,50,61,15616,101,19,100,6.1,110,4.2,0,139.5,173.3,139.50000000000077,173.3133031674218
291.0,04:51,173.4,139.7,220,90,90,50,61,15616,100,19,100,6.2,111,4.0,0,139.7,173.4,139.70000000000078,173.44162895927698
292.0,04:52,173.6,139.9,220,90,90,50,61,15616,100,19,100,6.1,110,3.9,0,139.9,173.6,139.90000000000077,173.55837104072495
293.0,04:53,173.7,140.1,220,90,90,50,61,15616,100,19,100,6.1,109,3.7,0,140.1,173.7,140.1000000000008,173.68669683258017
294.0,04:54,173.8,140.3,220,90,90,50,61,15616,99,20,100,6.0,108,3.6,0,140.3,173.8,140.3000000000008,173.80886877828152
295.0,04:55,173.9,140.5,220,90,90,50,61,15616,100,20,100,5.9,106,3.6,0,140.5,173.9,140.5000000000008,173.93420814479734
296.0,04:56,174.1,140.7,220,90,90,50,61,15616,100,20,100,5.8,105,3.6,0,140.7,174.1,140.70000000000078,174.0649773755666
297.0,04:57,174.2,140.9,220,90,90,50,61,15616,101,19,100,5.8,105,3.6,0,140.9,174.2,140.90000000000077,174.1963800904987
298.0,04:58,174.3,141.1,220,90,90,50,61,15616,102,19,100,5.8,105,3.7,0,141.1,174.3,141.1070588235302,174.33683257918648
299.0,04:59,174.5,141.3,220,90,90,50,61,15616,101,19,100,5.8,104,3.9,0,141.3,174.5,141.30823529411845,174.47384615384712
300.0,05:00,174.6,141.5,220,90,90,50,61,15616,101,19,100,5.8,104,4.0,0,141.5,174.6,141.50443438914107,174.62171945701454
301.0,05:01,174.8,141.7,220,90,90,50,61,15616,100,19,100,5.8,104,4.2,0,141.7,174.8,141.68950226244422,174.77384615384713
302.0,05:02,174.9,141.9,220,90,90,50,61,15616,99,19,100,5.8,104,4.3,0,141.9,174.9,141.87728506787408,174.93683257918647
303.0,05:03,175.1,142.1,220,90,90,50,61,15616,99,19,100,5.8,104,4.4,0,142.1,175.1,142.0748416289601,175.0963800904987
304.0,05:04,175.3,142.3,220,90,90,50,61,15616,99,19,100,5.8,104,4.6,0,142.3,175.3,142.26923076923157,175.26497737556662
305.0,05:05,175.4,142.4,220,90,90,50,61,15616,100,19,100,5.9,106,4.8,0,142.4,175.4,142.46135746606413,175.44126696832677
306.0,05:06,175.6,142.6,220,90,90,50,61,15616,100,19,100,5.9,107,5.0,0,142.6,175.6,142.65212669683336,175.61004524886977
307.0,05:07,175.8,142.8,220,90,90,50,61,15616,100,19,100,5.9,106,5.1,0,142.8,175.8,142.84244343891484,175.7899547511322
308.0,05:08,176.0,143.1,220,90,90,50,61,15616,100,19,100,5.9,106,5.2,0,143.1,176.0,143.03321266968405,175.95873303167517
309.0,05:09,176.1,143.3,220,90,90,50,61,15616,101,19,100,5.8,105,5.2,0,143.3,176.1,143.23239819004604,176.13502262443535
310.0,05:10,176.3,143.4,220,90,90,50,61,15616,101,19,100,5.8,104,5.1,0,143.4,176.3,143.42796380090576,176.30361990950325
311.0,05:11,176.5,143.6,220,90,90,50,61,15616,99,19,100,5.6,101,5.1,0,143.6,176.5,143.62171945701436,176.46316742081547
312.0,05:12,176.6,143.8,220,90,90,50,61,15616,100,19,100,5.7,102,5.1,0,143.8,176.6,143.815475113123,176.62615384615486
313.0,05:13,176.8,144.0,220,90,90,50,61,15616,99,19,100,5.6,101,5.0,0,144.0,176.8,143.99719457013654,176.77828054298743
314.0,05:14,176.9,144.2,220,90,90,50,61,15616,99,20,100,5.6,101,4.9,0,144.2,176.9,144.17484162896005,176.92615384615482
315.0,05:15,177.1,144.4,220,90,90,50,61,15616,99,20,100,5.6,101,4.8,0,144.4,177.1,144.35638009049853,177.0702262443449
316.0,05:16,177.2,144.5,220,90,90,50,61,15616,99,20,100,5.6,101,4.7,0,144.5,177.2,144.5436199095031,177.2189140271503
317.0,05:17,177.3,144.7,220,90,90,50,61,15616,101,20,100,5.6,100,4.5,0,144.7,177.3,144.73221719457095,177.3547511312227
318.0,05:18,177.5,144.9,220,90,90,50,61,15616,100,20,100,5.6,101,4.3,0,144.9,177.5,144.9110407239827,177.4820814479648
319.0,05:19,177.6,145.1,220,90,90,50,61,15616,100,20,100,5.5,99,4.2,0,145.1,177.6,145.09601809954836,177.600000000001
320.0,05:20,177.7,145.3,220,90,90,50,61,15616,100,20,100,5.4,98,4.1,0,145.3,177.7,145.2760180995483,177.6955656108607
321.0,05:21,177.8,145.5,220,90,90,50,61,15616,101,20,100,5.5,99,3.9,0,145.5,177.8,145.45375565610942,177.77764705882453
322.0,05:22,177.9,145.6,220,90,90,50,61,15616,101,19,100,5.5,99,3.5,0,145.6,177.9,145.6319457013583,177.8360180995485
323.0,05:23,177.9,145.8,220,90,90,50,61,15616,100,19,100,5.4,98,3.0,0,145.8,177.9,145.81330316742162,177.8822624434399
324.0,05:24,177.9,146.0,220,90,90,50,61,15616,100,19,100,5.4,98,2.4,0,146.0,177.9,145.9937556561094,177.90886877828154
325.0,05:25,177.9,146.2,220,90,90,50,61,15616,100,19,100,5.4,98,1.7,0,146.2,177.9,146.16923076923158,177.9162895927612
326.0,05:26,177.9,146.3,220,90,90,50,61,15616,100,19,100,5.4,97,1.1,0,146.3,177.9,146.34244343891484,177.91972850678832
327.0,05:27,177.9,146.5,220,90,90,50,61,15616,99,20,100,5.3,95,0.6,0,146.5,177.9,146.5161085972859,177.91529411764805
328.0,05:28,177.9,146.7,220,90,90,50,61,15616,100,20,100,5.3,95,0.2,0,146.7,177.9,146.69294117647138,177.900000000001
329.0,05:29,177.9,146.9,220,90,90,50,61,15616,101,19,100,5.3,95,0.1,0,146.9,177.9,146.8827149321275,177.89176470588336
330.0,05:30,177.9,147.1,220,90,90,50,61,15616,100,19,100,5.3,95,0.0,0,147.1,177.9,147.06135746606418,177.89556561086073
331.0,05:31,177.9,147.2,220,85,85,50,61,15616,101,19,100,5.3,95,0.0,0,147.2,177.9,147.23864253393748,177.90343891402813
332.0,05:32,177.9,147.4,220,85,85,50,61,15616,100,19,100,5.1,92,0.1,0,147.4,177.9,147.4172850678741,177.90742081448064
333.0,05:33,177.9,147.6,220,85,85,50,61,15616,101,19,100,5.1,91,0.2,0,147.6,177.9,147.60705882353025,177.91954751131323
334.0,05:34,177.9,147.8,220,85,85,50,61,15616,101,19,100,5.1,92,0.3,0,147.8,177.9,147.78389140271577,177.93095022624533
335.0,05:35,178.0,148.0,220,85,85,50,61,15616,101,19,100,5.2,94,0.4,0,148.0,178.0,147.9575565610868,177.94570135746704
336.0,05:36,178.0,148.1,220,85,85,50,61,15616,99,19,100,5.3,95,0.5,0,148.1,178.0,148.13076923077006,177.96696832579283
337.0,05:37,178.0,148.3,220,85,85,50,61,15616,99,19,100,5.4,97,0.5,0,148.3,178.0,148.30624434389225,178.00407239819106
338.0,05:38,178.0,148.5,220,85,85,50,61,15616,99,19,100,5.4,98,0.5,0,148.5,178.0,148.4937556561094,178.0454298642544
339.0,05:39,178.1,148.7,220,85,85,50,61,15616,99,19,100,5.4,98,0.6,0,148.7,178.1,148.6692307692316,178.08533936651682
340.0,05:40,178.1,148.8,220,85,85,50,61,15616,100,19,100,5.3,95,0.8,0,148.8,178.1,148.84244343891487,178.13719457013673
341.0,05:41,178.2,149.0,220,85,85,50,61,15616,101,19,100,5.3,95,1.0,0,149.0,178.2,149.0161085972859,178.19963800905077
342.0,05:42,178.3,149.2,220,85,85,50,61,15616,100,19,100,5.2,94,1.2,0,149.2,178.3,149.1929411764714,178.27040723982
343.0,05:43,178.4,149.4,220,85,85,50,61,15616,100,19,100,5.3,96,1.6,0,149.4,178.4,149.37565610859812,178.3601809954761
344.0,05:44,178.4,149.6,220,85,85,50,61,15616,100,19,100,5.4,98,1.9,0,149.6,178.4,149.55312217194654,178.4587330316752
345.0,05:45,178.5,149.7,220,85,85,50,61,15616,101,19,100,5.4,98,2.2,0,149.7,178.5,149.74126696832664,178.55493212669782
346.0,05:46,178.7,149.9,220,85,85,50,61,15616,101,19,100,5.4,98,2.5,0,149.9,178.7,149.92895927601893,178.65674208144895
347.0,05:47,178.8,150.1,220,85,85,50,61,15616,99,19,100,5.5,99,2.8,0,150.1,178.8,150.11891402715014,178.77122171945803
348.0,05:48,178.9,150.3,220,85,85,50,61,15616,99,19,100,5.5,99,3.0,0,150.3,178.9,150.30000000000086,178.8845248868788
349.0,05:49,179.0,150.5,220,85,85,50,61,15616,99,19,100,5.4,98,3.2,0,150.5,179.0,150.48814479638094,179.00280542986525
350.0,05:50,179.1,150.7,220,85,85,50,61,15616,101,19,100,5.5,98,3.3,0,150.7,179.1,150.67221719457098,179.12515837104172
351.0,05:51,179.2,150.9,220,85,85,50,61,15616,102,19,100,5.5,98,3.4,0,150.9,179.2,150.85493212669766,179.24361990950328
352.0,05:52,179.4,151.0,220,85,85,50,61,15616,101,19,100,5.4,97,3.5,0,151.0,179.4,151.04606334841714,179.35638009049876
353.0,05:53,179.5,151.2,220,85,85,50,61,15616,101,19,100,5.3,95,3.5,0,151.2,179.5,151.2215384615393,179.46778280543086
354.0,05:54,179.6,151.4,220,85,85,50,61,15616,101,19,100,5.3,95,3.5,0,151.4,179.6,151.3911312217203,179.5889592760191
355.0,05:55,179.7,151.6,220,85,85,50,61,15616,101,19,100,5.3,95,3.5,0,151.6,179.7,151.56461538461625,179.7110407239829
356.0,05:56,179.8,151.7,220,85,85,50,61,15616,101,19,100,5.3,95,3.5,0,151.7,179.8,151.7317647058832,179.83221719457111
357.0,05:57,179.9,151.9,220,85,85,50,61,15616,101,19,100,5.3,95,3.5,0,151.9,179.9,151.89619909502346,179.94361990950327
358.0,05:58,180.1,152.1,220,85,85,50,61,15616,100,19,100,5.3,95,3.5,0,152.1,180.1,152.06153846153933,180.05638009049875
359.0,05:59,180.2,152.2,220,85,85,50,61,15616,99,19,100,5.1,92,3.5,0,152.2,180.2,152.2384615384624,180.16778280543087
360.0,06:00,180.3,152.4,220,85,85,50,61,15616,97,19,100,5.1,92,3.5,0,152.4,180.3,152.40380090497823,180.28190045248968
361.0,06:01,180.4,152.6,220,85,85,50,61,15616,98,19,110,5.1,92,3.5,0,152.6,180.4,152.5682352941185,180.39574660633585
362.0,06:02,180.5,152.7,220,85,85,50,61,15616,98,19,110,5.0,90,3.5,0,152.7,180.5,152.73538461538544,180.51954751131325
363.0,06:03,180.6,152.9,220,85,85,50,61,15616,99,19,110,4.9,89,3.5,0,152.9,180.6,152.9159276018108,180.64262443439014
364.0,06:04,180.8,153.1,220,85,85,50,61,15616,100,19,110,5.1,92,3.5,0,153.1,180.8,153.08669683258003,180.77429864253494
365.0,06:05,180.9,153.3,220,85,85,50,61,15616,100,19,110,5.1,92,3.5,0,153.3,180.9,153.25131221719542,180.91004524886978
366.0,06:06,181.0,153.4,220,85,85,50,61,15616,99,19,110,5.1,92,3.6,0,153.4,181.0,153.4333936651592,181.0521266968336
367.0,06:07,181.2,153.6,220,85,85,50,61,15616,100,19,110,5.2,94,3.8,0,153.6,181.2,153.60886877828142,181.20280542986524
368.0,06:08,181.4,153.8,220,85,85,50,61,15616,102,20,110,5.3,95,4.0,0,153.8,181.4,153.78751131221804,181.3504977375576
369.0,06:09,181.5,154.0,220,85,85,50,61,15616,101,20,110,5.3,95,4.3,0,154.0,181.5,153.97203619909587,181.49656108597387
370.0,06:10,181.7,154.1,220,85,85,50,61,15616,102,20,110,5.3,95,4.4,0,154.1,181.7,154.15837104072483,181.6485067873313
371.0,06:11,181.8,154.3,220,85,85,50,61,15616,102,20,110,5.4,97,4.6,0,154.3,181.8,154.34244343891487,181.79294117647163
372.0,06:12,181.9,154.6,220,85,85,50,61,15616,104,20,110,5.5,98,4.6,0,154.6,181.9,154.52696832579272,181.95031674208246
373.0,06:13,182.1,154.7,220,85,85,50,61,15616,103,20,110,5.5,99,4.5,0,154.7,182.1,154.72171945701444,182.10018099547614
374.0,06:14,182.2,154.9,220,85,85,50,61,15616,103,20,110,5.5,98,4.4,0,154.9,182.2,154.90262443439,182.24914027149424
375.0,06:15,182.4,155.1,220,85,85,50,61,15616,104,20,110,5.5,98,4.5,0,155.1,182.4,155.07945701357556,182.39674208144896
376.0,06:16,182.6,155.3,220,85,85,50,61,15616,104,20,110,5.4,97,4.6,0,155.3,182.6,155.2549321266977,182.55638009049875
377.0,06:17,182.7,155.4,220,85,85,50,61,15616,104,20,110,5.3,95,4.6,0,155.4,182.7,155.43882352941262,182.70760180995575
378.0,06:18,182.9,155.6,220,85,85,50,61,15616,105,21,110,5.2,93,4.6,0,155.6,182.9,155.60705882353028,182.8708597285078
379.0,06:19,183.0,155.8,220,85,85,50,61,15616,106,21,110,5.1,92,4.7,0,155.8,183.0,155.76941176470675,183.02570135746709
